Date,Open,High,Low,Close,Adj Close,Volume,Price_Linear
2023-09-14,26228.27734,26774.62305,26171.45117,26539.67383,26539.67383,13811359124,25790.44531
2023-09-15,26533.81836,26840.49805,26240.70117,26608.69336,26608.69336,11479735788,25919.24453
2023-09-16,26606.19922,26754.76953,26473.89063,26568.28125,26568.28125,7402031417,26074.53789
2023-09-17,26567.92773,26617.99805,26445.07422,26534.1875,26534.1875,6774210670,26355.66328
2023-09-18,26532.99414,27414.73438,26415.51563,26754.28125,26754.28125,15615339655,26495.83203
2023-09-19,26760.85156,27488.76367,26681.60547,27211.11719,27211.11719,13807690550,26601.02344
2023-09-20,27210.22852,27379.50586,26864.08203,27132.00781,27132.00781,13281116604,26735.31211
2023-09-21,27129.83984,27152.93945,26389.30078,26567.63281,26567.63281,13371443708,26839.975
2023-09-22,26564.05664,26726.07813,26495.5332,26579.56836,26579.56836,10578746709,26839.84531
2023-09-23,26578.55664,26634.18555,26520.51953,26579.39063,26579.39063,7404700301,26848.92148
2023-09-24,26579.37305,26716.05859,26221.05078,26256.82617,26256.82617,8192867686,26813.94336
2023-09-25,26253.77539,26421.50781,26011.46875,26298.48047,26298.48047,11997833257,26623.08516
2023-09-26,26294.75781,26389.88477,26090.71289,26217.25,26217.25,9985498161,26456.37969
2023-09-27,26209.49805,26817.8418,26111.46484,26352.7168,26352.7168,11718380997,26386.30313
2023-09-28,26355.8125,27259.5,26327.32227,27021.54688,27021.54688,14079002707,26340.93281
2023-09-29,27024.8418,27225.9375,26721.76367,26911.7207,26911.7207,10396435377,26429.36406
2023-09-30,26911.68945,27091.79492,26888.96875,26967.91602,26967.91602,5331172801,26560.34297
2023-10-01,26967.39648,28047.23828,26965.09375,27983.75,27983.75,9503917434,26694.23008
2023-10-02,27976.79883,28494.45898,27347.78711,27530.78516,27530.78516,19793041322,27047.53008
2023-10-03,27508.25195,27667.19141,27216.00195,27429.97852,27429.97852,11407814187,27283.14375
2023-10-04,27429.07422,27826.6582,27248.10547,27799.39453,27799.39453,11143355314,27364.83008
2023-10-05,27798.64648,28091.86133,27375.60156,27415.91211,27415.91211,11877253670,27542.36484
2023-10-06,27412.12305,28252.53711,27215.55273,27946.59766,27946.59766,13492391599,27631.96406
2023-10-07,27946.78125,28028.0918,27870.42383,27968.83984,27968.83984,6553044316,27624.53359
2023-10-08,27971.67773,28102.16992,27740.66211,27935.08984,27935.08984,7916875290,27712.14453
2023-10-09,27934.47266,27989.4707,27302.5625,27583.67773,27583.67773,12007668568,27813.1668
2023-10-10,27589.20117,27715.84766,27301.6543,27391.01953,27391.01953,9973350678,27770.02344
2023-10-11,27392.07617,27474.11523,26561.09961,26873.32031,26873.32031,13648094333,27765.04492
2023-10-12,26873.29297,26921.43945,26558.32031,26756.79883,26756.79883,9392909295,27550.38945
2023-10-13,26752.87891,27092.69727,26686.32227,26862.375,26862.375,15165312851,27307.98125
2023-10-14,26866.20313,26969,26814.58594,26861.70703,26861.70703,5388116782,27093.43828
2023-10-15,26858.01172,27289.16992,26817.89453,27159.65234,27159.65234,7098201980,26949.04414
2023-10-16,27162.62891,29448.13867,27130.47266,28519.4668,28519.4668,27833876539,26902.7707
2023-10-17,28522.09766,28618.75195,28110.18555,28415.74805,28415.74805,14872527508,27232
2023-10-18,28413.53125,28889.00977,28174.25195,28328.3418,28328.3418,12724128586,27563.78984
2023-10-19,28332.41602,28892.47461,28177.98828,28719.80664,28719.80664,14448058195,27856.9832
2023-10-20,28732.8125,30104.08594,28601.66992,29682.94922,29682.94922,21536125230,28228.60313
2023-10-21,29683.38086,30287.48242,29481.75195,29918.41211,29918.41211,11541146996,28733.2625
2023-10-22,29918.6543,30199.43359,29720.3125,29993.89648,29993.89648,10446520040,29013.05156
2023-10-23,30140.68555,34370.4375,30097.82813,33086.23438,33086.23438,38363572311,29328.68125
2023-10-24,33077.30469,35150.43359,32880.76172,33901.52734,33901.52734,44934999645,30280.25977
2023-10-25,33916.04297,35133.75781,33709.10938,34502.82031,34502.82031,25254318008,31316.60391
2023-10-26,34504.28906,34832.91016,33762.32422,34156.64844,34156.64844,19427195376,32280.57813
2023-10-27,34156.5,34238.21094,33416.88672,33909.80078,33909.80078,16418032871,33128.22539
2023-10-28,33907.72266,34399.39063,33874.80469,34089.57422,34089.57422,10160330825,33911.40625
2023-10-29,34089.37109,34743.26172,33947.56641,34538.48047,34538.48047,11160323986,34112.07422
2023-10-30,34531.74219,34843.93359,34110.97266,34502.36328,34502.36328,17184860315,34239.46484
2023-10-31,34500.07813,34719.25391,34083.30859,34667.78125,34667.78125,15758270810,34239.37344
2023-11-01,34657.27344,35527.92969,34170.69141,35437.25391,35437.25391,22446272005,34341.6
2023-11-02,35441.57813,35919.84375,34401.57422,34938.24219,34938.24219,20998158544,34647.09063
2023-11-03,34942.47266,34942.47266,34133.44141,34732.32422,34732.32422,17158456701,34816.82422
2023-11-04,34736.32422,35256.03125,34616.69141,35082.19531,35082.19531,9561294264,34855.59297
2023-11-05,35090.01172,35340.33984,34594.24219,35049.35547,35049.35547,12412743996,34971.55938
2023-11-06,35044.78906,35286.02734,34765.36328,35037.37109,35037.37109,12693436420,35047.87422
2023-11-07,35047.79297,35892.41797,34545.81641,35443.5625,35443.5625,18834737789,34967.89766
2023-11-08,35419.47656,35994.41797,35147.80078,35655.27734,35655.27734,17295394918,35068.96172
2023-11-09,35633.63281,37926.25781,35592.10156,36693.125,36693.125,37762672382,35253.55234
2023-11-10,36702.25,37493.80078,36362.75391,37313.96875,37313.96875,22711265155,35575.73828
2023-11-11,37310.07031,37407.09375,36773.66797,37138.05078,37138.05078,13924272142,36028.66094
2023-11-12,37133.99219,37227.69141,36779.11719,37054.51953,37054.51953,11545715999,36448.79688
2023-11-13,37070.30469,37405.11719,36399.60547,36502.35547,36502.35547,19057712790,36770.98828
2023-11-14,36491.78906,36753.35156,34948.5,35537.64063,35537.64063,23857403554,36940.40391
2023-11-15,35548.11328,37964.89453,35383.78125,37880.58203,37880.58203,27365821679,36709.30703
2023-11-16,37879.98047,37934.625,35545.47266,36154.76953,36154.76953,26007385366,36822.62969
2023-11-17,36164.82422,36704.48438,35901.23438,36596.68359,36596.68359,22445028430,36625.97344
2023-11-18,36625.37109,36839.28125,36233.3125,36585.70313,36585.70313,11886022717,36534.40625
2023-11-19,36585.76563,37509.35547,36414.59766,37386.54688,37386.54688,12915986553,36551.07578
2023-11-20,37374.07422,37756.82031,36882.53125,37476.95703,37476.95703,20888209068,36920.85703
2023-11-21,37469.16016,37631.14063,35813.8125,35813.8125,35813.8125,25172163756,36840.13203
2023-11-22,35756.55469,37856.98047,35670.97266,37432.33984,37432.33984,24397247860,36771.94063
2023-11-23,37420.43359,37643.91797,36923.86328,37289.62109,37289.62109,14214948217,36939.07188
2023-11-24,37296.31641,38415.33984,37261.60547,37720.28125,37720.28125,22922957823,37079.85547
2023-11-25,37721.41406,37892.42969,37617.41797,37796.79297,37796.79297,9099571165,37146.60234
2023-11-26,37796.82813,37820.30078,37162.75,37479.12109,37479.12109,13744796068,37210.56953
2023-11-27,37454.19141,37559.35547,36750.12891,37254.16797,37254.16797,19002925720,37543.63125
2023-11-28,37247.99219,38368.48047,36891.08984,37831.08594,37831.08594,21696137014,37507.99688
2023-11-29,37826.10547,38366.11328,37612.63281,37858.49219,37858.49219,20728546658,37616.28984
2023-11-30,37861.11719,38141.75391,37531.14063,37712.74609,37712.74609,18115982627,37643.93203
2023-12-01,37718.00781,38954.10938,37629.35938,38688.75,38688.75,23512784002,37627.12266
2023-12-02,38689.27734,39678.9375,38652.59375,39476.33203,39476.33203,15534035612,37869.04844
2023-12-03,39472.20703,40135.60547,39298.16406,39978.39063,39978.39063,15769696322,38313.48125
2023-12-04,39978.62891,42371.75,39978.62891,41980.09766,41980.09766,39856129827,38742.94219
2023-12-05,41986.26563,44408.66406,41421.14844,44080.64844,44080.64844,36312154535,39567.26328
2023-12-06,44080.02344,44265.76953,43478.08203,43746.44531,43746.44531,29909761586,40840.84375
2023-12-07,43769.13281,44042.58984,42880.64844,43292.66406,43292.66406,27635760671,41852.38281
2023-12-08,43293.13672,44705.51563,43125.29688,44166.60156,44166.60156,24421116687,42615.64922
2023-12-09,44180.01953,44361.25781,43627.59766,43725.98438,43725.98438,17368210171,43453.29141
2023-12-10,43728.38281,44034.625,43593.28516,43779.69922,43779.69922,13000481418,43802.46875
2023-12-11,43792.01953,43808.375,40234.57813,41243.83203,41243.83203,40632672038,43742.27891
2023-12-12,41238.73438,42048.30469,40667.5625,41450.22266,41450.22266,24779520132,43241.75625
2023-12-13,41468.46484,43429.78125,40676.86719,42890.74219,42890.74219,26797884674,42873.26797
2023-12-14,42884.26172,43390.85938,41767.08984,43023.97266,43023.97266,25578530178,42618.09609
2023-12-15,43028.25,43087.82422,41692.96875,41929.75781,41929.75781,19639442462,42477.69375
2023-12-16,41937.74219,42664.94531,41723.11328,42240.11719,42240.11719,14386729590,42107.70547
2023-12-17,42236.10938,42359.49609,41274.54297,41364.66406,41364.66406,16678702876,42306.9625
2023-12-18,41348.20313,42720.29688,40530.25781,42623.53906,42623.53906,25224642008,42289.85078
2023-12-19,42641.51172,43354.29688,41826.33594,42270.52734,42270.52734,23171001281,42236.41016
2023-12-20,42261.30078,44275.58594,42223.81641,43652.25,43652.25,27868908174,42085.72109
2023-12-21,43648.125,44240.66797,43330.05078,43869.15234,43869.15234,22452766169,42430.21953
2023-12-22,43868.98828,44367.95703,43441.96875,43997.90234,43997.90234,21028503216,42756.02656
2023-12-23,44012.19922,44015.69922,43351.35547,43739.54297,43739.54297,13507796558,43282.67422
2023-12-24,43728.36719,43945.52344,42786.91797,43016.11719,43016.11719,18830554085,43505.875
2023-12-25,43010.57422,43765.09375,42765.76953,43613.14063,43613.14063,21115795370,43654.99297
2023-12-26,43599.84766,43603.17578,41676.48828,42520.40234,42520.40234,30026850982,43647.17109
2023-12-27,42518.46875,43683.16016,42167.58203,43442.85547,43442.85547,25260941032,43377.42109
2023-12-28,43468.19922,43804.78125,42318.55078,42627.85547,42627.85547,22992093014,43266.41172
2023-12-29,42614.64453,43124.32422,41424.0625,42099.40234,42099.40234,26000021055,43044.07422
2023-12-30,42091.75391,42584.125,41556.22656,42156.90234,42156.90234,16013925945,42860.73125
2023-12-31,42152.09766,42860.9375,41998.25391,42265.1875,42265.1875,16397498810,42569.48359
2024-01-01,42280.23438,44175.4375,42214.97656,44167.33203,44167.33203,18426978443,42518.44063
2024-01-02,44187.14063,45899.70703,44176.94922,44957.96875,44957.96875,39335274536,42663.33594
2024-01-03,44961.60156,45503.24219,40813.53516,42848.17578,42848.17578,46342323118,43129.35859
2024-01-04,42855.81641,44770.02344,42675.17578,44179.92188,44179.92188,30448091210,43279.11328
2024-01-05,44192.98047,44353.28516,42784.71875,44162.69141,44162.69141,32336029347,43683.71719
2024-01-06,44178.95313,44227.63281,43475.15625,43989.19531,43989.19531,16092503468,44063.21797
2024-01-07,43998.46484,44495.57031,43662.23047,43943.09766,43943.09766,19330573863,44027.59063
2024-01-08,43948.70703,47218,43244.08203,46970.50391,46970.50391,42746192015,43824.61641
2024-01-09,46987.64063,47893.69922,45244.71484,46139.73047,46139.73047,39821290992,44649.08203
2024-01-10,46121.53906,47647.22266,44483.15234,46627.77734,46627.77734,50114613298,45041.04375
2024-01-11,46656.07422,48969.37109,45678.64453,46368.58594,46368.58594,45833734549,45534.06094
2024-01-12,46354.79297,46498.13672,41903.76953,42853.16797,42853.16797,43332698900,46009.93906
2024-01-13,42799.44531,43234.66016,42464.14453,42842.38281,42842.38281,20601860469,45791.95313
2024-01-14,42842.26172,43065.59766,41724.61328,41796.26953,41796.26953,17521429522,44966.32891
2024-01-15,41715.06641,43319.72266,41705.41797,42511.96875,42511.96875,22320220558,44097.63672
2024-01-16,42499.33594,43566.27344,42085.99609,43154.94531,43154.94531,24062872740,43274.475
2024-01-17,43132.10156,43189.89063,42189.30859,42742.65234,42742.65234,20851232595,42631.74688
2024-01-18,42742.3125,42876.34766,40631.17188,41262.05859,41262.05859,25218357242,42609.64375
2024-01-19,41278.46094,42134.16016,40297.45703,41618.40625,41618.40625,25752407154,42293.57891
2024-01-20,41624.58984,41877.89453,41446.82422,41665.58594,41665.58594,11586690904,42258.00625
2024-01-21,41671.48828,41855.36719,41497.00781,41545.78516,41545.78516,9344043642,42088.72969
2024-01-22,41553.65234,41651.20703,39450.11719,39507.36719,39507.36719,31338708143,41766.89766
2024-01-23,39518.71484,40127.35156,38521.89453,39845.55078,39845.55078,29244553045,41119.84063
2024-01-24,39877.59375,40483.78516,39508.79688,40077.07422,40077.07422,22359526178,40836.53906
2024-01-25,40075.55078,40254.48047,39545.66406,39933.80859,39933.80859,18491782013,40528.27266
2024-01-26,39936.81641,42209.38672,39825.69141,41816.87109,41816.87109,25598119893,40181.91719
2024-01-27,41815.625,42195.63281,41431.28125,42120.05469,42120.05469,11422941934,40236.13438
2024-01-28,42126.125,42797.17578,41696.91016,42035.59375,42035.59375,16858971687,40758.67188
2024-01-29,42030.91406,43305.86719,41818.33203,43288.24609,43288.24609,20668476578,41196.68047
2024-01-30,43300.22656,43838.94531,42711.37109,42952.60938,42952.60938,23842814518,41838.91484
2024-01-31,42946.25,43717.40625,42298.94531,42582.60547,42582.60547,24673628793,42442.675
2024-02-01,42569.76172,43243.16797,41879.19141,43075.77344,43075.77344,21423953779,42595.82188
2024-02-02,43077.64063,43422.48828,42584.33594,43185.85938,43185.85938,18603843039,42786.96563
2024-02-03,43184.96484,43359.94141,42890.80859,42992.25,42992.25,11169245236,43017.01875
2024-02-04,42994.94141,43097.64453,42374.83203,42583.58203,42583.58203,14802225490,42957.81953
2024-02-05,42577.62109,43494.25,42264.81641,42658.66797,42658.66797,18715487317,42884.01406
2024-02-06,42657.39063,43344.14844,42529.01953,43084.67188,43084.67188,16798476726,42899.22656
2024-02-07,43090.01953,44341.94922,42775.95703,44318.22266,44318.22266,21126587775,42901.00625
2024-02-08,44332.125,45575.83984,44332.125,45301.56641,45301.56641,26154524080,43127.47891
2024-02-09,45297.38281,48152.49609,45260.82422,47147.19922,47147.19922,39316770844,43589.34219
2024-02-10,47153.52734,48146.17188,46905.32031,47771.27734,47771.27734,16398681570,44502.06563
2024-02-11,47768.96875,48535.9375,47617.40625,48293.91797,48293.91797,19315867136,45524.5875
2024-02-12,48296.38672,50280.47656,47745.76172,49958.22266,49958.22266,34511985805,46566.43672
2024-02-13,49941.35938,50358.39063,48406.49609,49742.44141,49742.44141,35593051468,47694.43672
2024-02-14,49733.44531,52021.37109,49296.83203,51826.69531,51826.69531,39105608050,48582.61172
2024-02-15,51836.78516,52820.06641,51371.62891,51938.55469,51938.55469,38564360533,49518.51094
2024-02-16,51937.72656,52537.96875,51641.36719,52160.20313,52160.20313,28180567298,50351.96641
2024-02-17,52161.67578,52191.91406,50669.66797,51662.99609,51662.99609,20009091006,51125.22344
2024-02-18,51661.96875,52356.96484,51233.70703,52122.54688,52122.54688,17595377311,51466.17813
2024-02-19,52134.8125,52483.32422,51711.82031,51779.14453,51779.14453,21362184346,51942.19922
2024-02-20,51777.72656,52945.05078,50792.3125,52284.875,52284.875,33353758256,51932.68906
2024-02-21,52273.53516,52368.81641,50671.75781,51839.17969,51839.17969,28624907020,52001.95313
2024-02-22,51854.64453,52009.61328,50926.29297,51304.97266,51304.97266,25413900611,51937.74844
2024-02-23,51283.90625,51497.93359,50561.77734,50731.94922,50731.94922,21427078270,51866.14375
2024-02-24,50736.37109,51684.19531,50585.44531,51571.10156,51571.10156,15174077879,51588.02422
2024-02-25,51565.21484,51950.02734,51306.17188,51733.23828,51733.23828,15413239245,51546.41563
2024-02-26,51730.53906,54938.17578,50931.03125,54522.40234,54522.40234,34074411896,51436.08828
2024-02-27,54519.36328,57537.83984,54484.19922,57085.37109,57085.37109,49756832031,51972.73281
2024-02-28,57071.09766,63913.13281,56738.42578,62504.78906,62504.78906,83239156760,53128.8125
2024-02-29,62499.18359,63585.64453,60498.73047,61198.38281,61198.38281,65496611844,55483.38047
2024-03-01,61168.0625,63155.10156,60802.52734,62440.63281,62440.63281,40186368423,57408.83672
2024-03-02,62431.65234,62458.69922,61657.28906,62029.84766,62029.84766,23888473685,59550.31563
2024-03-03,62031.57813,63230.21094,61435.02344,63167.37109,63167.37109,26253811450,61051.80469
2024-03-04,63137.00391,68537.03125,62386.51953,68330.41406,68330.41406,70670471105,62268.20469
2024-03-05,68341.05469,69170.625,59323.91016,63801.19922,63801.19922,1.02803E+11,63433.32969
2024-03-06,63776.05078,67637.92969,62848.67188,66106.80469,66106.80469,68750229073,63953.89297
2024-03-07,66099.74219,68029.92188,65655.53125,66925.48438,66925.48438,46989543159,64687.12734
2024-03-08,66938.09375,70083.05469,66230.45313,68300.09375,68300.09375,59202881172,65666.25469
2024-03-09,68299.25781,68673.05469,68053.125,68498.88281,68498.88281,21609650379,66692.79922
2024-03-10,68500.25781,70005.20313,68239.97656,69019.78906,69019.78906,35683977532,66726.49297
2024-03-11,69020.54688,72850.71094,67194.88281,72123.90625,72123.90625,65716656765,67770.21094
2024-03-12,72125.125,72825.65625,68728.85156,71481.28906,71481.28906,62554434520,68973.63125
2024-03-13,71482.11719,73637.47656,71334.09375,73083.5,73083.5,48212536929,69884.79219
2024-03-14,73079.375,73750.07031,68563.02344,71396.59375,71396.59375,59594605698,70841.47344
2024-03-15,71387.875,72357.13281,65630.69531,69403.77344,69403.77344,78320453976,71421.01563
2024-03-16,69392.48438,70046.27344,64801.39453,65315.11719,65315.11719,46842198371,71497.8125
2024-03-17,65316.34375,68845.71875,64545.31641,68390.625,68390.625,44716864318,70136.05469
2024-03-18,68371.30469,68897.13281,66594.22656,67548.59375,67548.59375,49261579492,69517.92188
2024-03-19,67556.13281,68106.92969,61536.17969,61912.77344,61912.77344,74215844794,68410.94063
2024-03-20,61930.15625,68115.25781,60807.78516,67913.67188,67913.67188,66792634382,66514.17656
2024-03-21,67911.58594,68199.99219,64580.91797,65491.39063,65491.39063,44480350565,66216.15625
2024-03-22,65489.92969,66623.75,62355.37109,63778.76172,63778.76172,41401116964,66251.41094
2024-03-23,63802.72266,65976.39844,63038.49219,64062.20313,64062.20313,24738964812,65329.03828
2024-03-24,64070.75391,67622.75781,63825.85156,67234.17188,67234.17188,27206630673,64631.76016
2024-03-25,67234.09375,71162.59375,66414.83594,69958.8125,69958.8125,42700139523,65696.03984
2024-03-26,69931.32813,71535.74219,69335.60938,69987.83594,69987.83594,36010437368,66105.06797
2024-03-27,69991.89844,71727.6875,68381.92969,69455.34375,69455.34375,40827113309,67004.35703
2024-03-28,69452.77344,71546.02344,68895.50781,70744.95313,70744.95313,34374900617,68139.67344
2024-03-29,70744.79688,70913.09375,69076.65625,69892.82813,69892.82813,25230851763,69476.22344
2024-03-30,69893.44531,70355.49219,69601.0625,69645.30469,69645.30469,17130241883,70007.95469
2024-03-31,69647.78125,71377.78125,69624.86719,71333.64844,71333.64844,20050941373,69945.25313
2024-04-01,71333.48438,71342.09375,68110.69531,69702.14844,69702.14844,34873527352,70214.41563
2024-04-02,69705.02344,69708.38281,64586.59375,65446.97266,65446.97266,50705240709,70263.77656
2024-04-03,65446.67188,66914.32031,64559.89844,65980.8125,65980.8125,34488018367,69204.18047
2024-04-04,65975.69531,69291.25781,65113.79688,68508.84375,68508.84375,34439527442,68421.77734
2024-04-05,68515.75781,68725.75781,66011.47656,67837.64063,67837.64063,33748230056,68194.48516
2024-04-06,67840.57031,69629.60156,67491.71875,68896.10938,68896.10938,19967785809,67495.28359
2024-04-07,68897.10938,70284.42969,68851.63281,69362.55469,69362.55469,21204930369,67334.07578
2024-04-08,69362.55469,72715.35938,69064.24219,71631.35938,71631.35938,37261432669,68117.19219
2024-04-09,71632.5,71742.50781,68212.92188,69139.01563,69139.01563,36426900409,69247.30156
2024-04-10,69140.24219,71093.42969,67503.5625,70587.88281,70587.88281,38318601774,69373.33594
2024-04-11,70575.73438,71256.23438,69571.8125,70060.60938,70060.60938,30153382941,69923.38438
2024-04-12,70061.38281,71222.74219,65254.83594,67195.86719,67195.86719,44129299406,70156.28438
2024-04-13,67188.375,67931.42969,60919.10547,63821.47266,63821.47266,52869738185,69722.94688
2024-04-14,63836.23047,65824.42969,62205.85156,65738.72656,65738.72656,49084320047,68160.96953
2024-04-15,65739.64844,66878.64844,62332.07031,63426.21094,63426.21094,43595917654,67480.91172
2024-04-16,63419.29688,64355.66797,61716.40234,63811.86328,63811.86328,42847528078,66048.57734
2024-04-17,63831.84766,64486.36328,59768.58594,61276.69141,61276.69141,41915247049,64798.82813
2024-04-18,61275.31641,64125.6875,60833.48047,63512.75391,63512.75391,36006307335,63614.99297
2024-04-19,63510.75,65481.59766,59651.39063,63843.57031,63843.57031,49920425401,63553.24922
2024-04-20,63851.10156,65442.45703,63172.40234,64994.44141,64994.44141,23097485495,63174.21797
2024-04-21,64992.81641,65723.24219,64277.72266,64926.64453,64926.64453,20506644853,63487.86406
2024-04-22,64935.63281,67233.96094,64548.17969,66837.67969,66837.67969,28282686673,63710.82031
2024-04-23,66839.89063,67199.24219,65864.86719,66407.27344,66407.27344,24310975583,64823.01797
2024-04-24,66408.71875,67075.36719,63589.87109,64276.89844,64276.89844,30276655120,65401.92188
2024-04-25,64275.01953,65275.20703,62783.63281,64481.70703,64481.70703,32155786816,65488.5875
2024-04-26,64485.37109,64789.65625,63322.39844,63755.32031,63755.32031,24139372950,65386.04063
2024-04-27,63750.98828,63898.36328,62424.71875,63419.14063,63419.14063,19530783039,65151.77578
2024-04-28,63423.51563,64321.48438,62793.59766,63113.23047,63113.23047,17334827993,64468.06797
2024-04-29,63106.36328,64174.87891,61795.45703,63841.12109,63841.12109,26635912073,63809.25938
2024-04-30,63839.41797,64703.33203,59120.06641,60636.85547,60636.85547,37840840057,63722.10391
2024-05-01,60609.49609,60780.5,56555.29297,58254.01172,58254.01172,48439780271,62953.13359
2024-05-02,58253.70313,59602.29688,56937.20313,59123.43359,59123.43359,32711813559,61852.87188
2024-05-03,59122.30078,63320.50391,58848.3125,62889.83594,62889.83594,33172023048,60993.73047
2024-05-04,62891.03125,64494.95703,62599.35156,63891.47266,63891.47266,20620477992,60949.05156
2024-05-05,63892.45313,64610.89063,62955.30469,64031.13281,64031.13281,18296164805,60959.12188
2024-05-06,64038.3125,65494.90234,62746.23828,63161.94922,63161.94922,28697928697,61637.97734
2024-05-07,63162.76172,64390.45703,62285.98047,62334.81641,62334.81641,25930730982,62619.56484
2024-05-08,62332.64063,62986.08594,60877.12891,61187.94141,61187.94141,26088172222,63261.84141
2024-05-09,61191.19922,63404.91406,60648.07422,63049.96094,63049.96094,25453338161,62921.4625
2024-05-10,63055.19141,63446.74219,60208.78125,60792.77734,60792.77734,27804954694,62753.16016
2024-05-11,60793.35547,61451.15234,60492.625,60793.71094,60793.71094,13842272968,62105.48906
2024-05-12,60793.50391,61818.15625,60632.60156,61448.39453,61448.39453,13800459405,61631.84141
2024-05-13,61451.21875,63422.66016,60769.83984,62901.44922,62901.44922,27889181179,61454.55703
2024-05-14,62900.77344,63092.125,61123.76563,61552.78906,61552.78906,28186271527,61797.25859
2024-05-15,61553.98828,66454.45313,61330.41016,66267.49219,66267.49219,39815167074,61497.82422
2024-05-16,66256.10938,66712.42969,64613.05469,65231.58203,65231.58203,31573077994,62592.76719
2024-05-17,65231.29688,67459.46094,65119.31641,67051.875,67051.875,28031279310,63480.34141
2024-05-18,67066.21094,67387.32813,66663.5,66940.80469,66940.80469,16712277406,64601.0375
2024-05-19,66937.92969,67694.29688,65937.17969,66278.36719,66278.36719,19249094538,65408.90859
2024-05-20,66278.74219,71483.5625,66086.17188,71448.19531,71448.19531,43850655717,66354.02422
2024-05-21,71443.0625,71946.46094,69191.125,70136.53125,70136.53125,46932005990,67390.16484
2024-05-22,70135.32031,70623.69531,68977.69531,69122.33594,69122.33594,32802561717,68371.15469
2024-05-23,69121.30469,70041.27344,66356.95313,67929.5625,67929.5625,41895680979,68785.24688
